question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,grammatical_parallel,plausibility,homogeneity,specificity_balance,standard_alignment,clarity_precision,single_correct_answer,passage_reference,length_check,too_close,difficulty_assessment
quiz_302324_sibling_4,article_101040,a11c03ab59f0,"The Roman Gods and Goddesses, Part I",What conclusion can you draw about the relationship betwe...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302328,article_101041,83ec2ddce09a,"The Roman Gods and Goddesses, Part II",The information in this section is best organized as,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302328_sibling_1,article_101041,2e4fed4560c0,"The Roman Gods and Goddesses, Part II",How does the author arrange the information about Vulcan...,82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302328_sibling_2,article_101041,5cb4bbc0c7a1,"The Roman Gods and Goddesses, Part II",Which sentence from the passage shows the connection betw...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302328_sibling_3,article_101041,69134c998425,"The Roman Gods and Goddesses, Part II","Based on paragraph 5, how does the author organize the in...",82%,✅,9/11,"plausibility, difficulty_assessment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302328_sibling_4,article_101041,03055ed75dd6,"The Roman Gods and Goddesses, Part II",Why does the author include the phrase 'This was a terrib...,82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302329,article_101041,8afdf74219e9,"The Roman Gods and Goddesses, Part II","According to the passage, what did the Romans believe cau...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302329_sibling_1,article_101041,83b9fb48dbba,"The Roman Gods and Goddesses, Part II",If you wanted to find information about what Vulcan made...,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302329_sibling_2,article_101041,129f79e1113a,"The Roman Gods and Goddesses, Part II","According to the legend about Minerva, what unusual event...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302329_sibling_3,article_101041,fb55589b2bef,"The Roman Gods and Goddesses, Part II",If you wanted to find information about what materials go...,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302329_sibling_4,article_101041,2b1dff94c588,"The Roman Gods and Goddesses, Part II",What information would you find in paragraph 2 if you wan...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302330,article_101041,69501edd50c5,"The Roman Gods and Goddesses, Part II",Who are the creatures that always followed Bacchus?,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302330_sibling_1,article_101041,eac906917c09,"The Roman Gods and Goddesses, Part II",Where in the passage would you look to find out which spe...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302330_sibling_2,article_101041,af8ec650cc96,"The Roman Gods and Goddesses, Part II",If you wanted to understand how the Romans explained natu...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302330_sibling_3,article_101041,69e283998e64,"The Roman Gods and Goddesses, Part II",Who in the passage transformed from one form into multipl...,82%,✅,9/11,"plausibility, difficulty_assessment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302330_sibling_4,article_101041,7d03e368d9bb,"The Roman Gods and Goddesses, Part II","Based on information in multiple sections, which god or g...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302331,article_101041,18416b520265,"The Roman Gods and Goddesses, Part II",What happens just before Minerva springs out of Jupiter's...,82%,✅,9/11,"plausibility, length_check",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302331_sibling_1,article_101041,95a8a2716cae,"The Roman Gods and Goddesses, Part II",What happens right after Bacchus changes himself into a l...,91%,✅,10/11,difficulty_assessment,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302331_sibling_2,article_101041,328b14ae780a,"The Roman Gods and Goddesses, Part II",What happens after Jupiter gets a terrible headache?,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302331_sibling_3,article_101041,d8670f190bfe,"The Roman Gods and Goddesses, Part II",What is the first thing that happens in the story about t...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302331_sibling_4,article_101041,1ffa434a6673,"The Roman Gods and Goddesses, Part II","Based on the passage, what happens as a direct result of...",82%,✅,9/11,"plausibility, difficulty_assessment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302336,article_101042,df512160221e,"Cupid and Psyche, Part I",Read this outline.I. Psyche's LifeII. Events  A. Venus be...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302336_sibling_1,article_101042,95c408c50075,"Cupid and Psyche, Part I",How does the author use text structure to show that Cupid...,82%,✅,9/11,"standard_alignment, length_check",20260113_202537,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅,✅
quiz_302336_sibling_2,article_101042,b1fc0a450ba7,"Cupid and Psyche, Part I",How does the author show that Psyche discovers something...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260113_202537,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302336_sibling_3,article_101042,3251fa2aec6b,"Cupid and Psyche, Part I",How does the author show that Psyche arrives at an unexpe...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302336_sibling_4,article_101042,903895b13fad,"Cupid and Psyche, Part I",Which detail from the story best shows that Cupid wants t...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302337,article_101042,7aeb40c6859c,"Cupid and Psyche, Part I",What is the main purpose of this story?,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302337_sibling_1,article_101042,a02c920c1cf3,"Cupid and Psyche, Part I",What lesson does this myth teach about relationships?,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302337_sibling_2,article_101042,49736d5c652b,"Cupid and Psyche, Part I",The story teaches readers that,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302337_sibling_3,article_101042,419c9accf374,"Cupid and Psyche, Part I","Based on key details throughout the story, what central m...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302337_sibling_4,article_101042,31ad6ff977d7,"Cupid and Psyche, Part I",Which message is most clearly shown through Cupid's words...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302338,article_101042,c162d7a61bfa,"Cupid and Psyche, Part I",Cupid most likely thinks that,82%,✅,9/11,"clarity_precision, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌
quiz_302338_sibling_1,article_101042,57dff0bbcbc4,"Cupid and Psyche, Part I",Venus most likely thinks that,82%,✅,9/11,"plausibility, homogeneity",20260112_125710,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302338_sibling_2,article_101042,074577adacf2,"Cupid and Psyche, Part I","Based on her actions in the story, Psyche most likely bel...",82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302338_sibling_3,article_101042,a6970189a876,"Cupid and Psyche, Part I",What does Psyche's behavior on the mountain reveal about...,82%,✅,9/11,"plausibility, difficulty_assessment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302338_sibling_4,article_101042,661689247c3d,"Cupid and Psyche, Part I",The narrator's description of Cupid's reaction suggests t...,82%,✅,9/11,"clarity_precision, difficulty_assessment",20260113_202537,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌
quiz_302339,article_101042,88bd9774ec1f,"Cupid and Psyche, Part I",Which word best describes how Cupid feels at the end of t...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302339_sibling_1,article_101042,7e089b76a3df,"Cupid and Psyche, Part I",Why does Cupid most likely leave Psyche at the end of the...,82%,✅,9/11,"clarity_precision, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌
quiz_302339_sibling_2,article_101042,c12a338a2996,"Cupid and Psyche, Part I",How does Venus's jealousy change the story events for bot...,82%,✅,9/11,"single_correct_answer, difficulty_assessment",20260113_202537,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌
quiz_302339_sibling_3,article_101042,c02b502c9b75,"Cupid and Psyche, Part I",How do Cupid's actions throughout the story help explain...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302339_sibling_4,article_101042,eed648f43b87,"Cupid and Psyche, Part I",How does Venus's feeling of jealousy lead to changes in o...,91%,✅,10/11,difficulty_assessment,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302344,article_101043,dda9787aa6d3,"Cupid and Psyche, Part II",Which of these happens first in this story?,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302344_sibling_1,article_101043,6510490c3544,"Cupid and Psyche, Part II","According to the story, what does Venus do right after sh...",91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302344_sibling_2,article_101043,3273b76702ac,"Cupid and Psyche, Part II",Which detail from the story shows that Psyche thinks the...,82%,✅,9/11,"grammatical_parallel, standard_alignment",20260112_125710,❌,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302344_sibling_3,article_101043,48d14610cc2d,"Cupid and Psyche, Part II","According to the passage, what happens immediately after...",82%,✅,9/11,"standard_alignment, length_check",20260113_202537,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅,✅
quiz_302344_sibling_4,article_101043,32ef14d778e2,"Cupid and Psyche, Part II",What happens right before Psyche travels to the underworld?,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302345,article_101043,acb0278903f2,"Cupid and Psyche, Part II",What lesson does Cupid tell Psyche after she opens the box?,73%,❌,8/11,"grammatical_parallel, plausibility, homogeneity",20260112_125710,❌,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302345_sibling_1,article_101043,365700ebba66,"Cupid and Psyche, Part II",What is the most important message readers should learn f...,82%,✅,9/11,"plausibility, specificity_balance",20260112_125710,✅,❌,✅,❌,✅,✅,✅,✅,✅,✅,✅
quiz_302345_sibling_2,article_101043,6d94cf4ba055,"Cupid and Psyche, Part II","Based on the tasks Venus gives Psyche, what lesson does t...",91%,✅,10/11,plausibility,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302345_sibling_3,article_101043,7a972ccc2334,"Cupid and Psyche, Part II",The story shows that Psyche learns an important lesson. W...,82%,✅,9/11,"standard_alignment, clarity_precision",20260112_125710,✅,✅,✅,✅,❌,❌,✅,✅,✅,✅,✅
quiz_302345_sibling_4,article_101043,744d3d2432e6,"Cupid and Psyche, Part II",What is the main lesson this story teaches?,91%,✅,10/11,difficulty_assessment,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302346,article_101043,dd010336aa8b,"Cupid and Psyche, Part II","Read this sentence from the story: ""An army of ants had c...",82%,✅,9/11,"grammatical_parallel, length_check",20260112_125710,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302346_sibling_1,article_101043,742e9a542d97,"Cupid and Psyche, Part II",Read this sentence from the story: 'Psyche's heart sank.'...,82%,✅,9/11,"plausibility, homogeneity",20260112_125710,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302346_sibling_2,article_101043,7f17804fa653,"Cupid and Psyche, Part II",What does the word 'mysterious' mean in the sentence 'Jus...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302346_sibling_3,article_101043,5ff863acf6f3,"Cupid and Psyche, Part II","In the sentence 'Each ant carried a seed,' what type of w...",82%,✅,9/11,"plausibility, standard_alignment",20260112_125710,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302346_sibling_4,article_101043,b761e248374a,"Cupid and Psyche, Part II",Read this sentence from the story: 'Psyche's heart sank.'...,91%,✅,10/11,plausibility,20260113_202537,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302347,article_101043,aadfc9658123,"Cupid and Psyche, Part II","How do Psyche's feelings change throughout the story, and...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302347_sibling_1,article_101043,fc21aaf04e76,"Cupid and Psyche, Part II",Why does Cupid wake Psyche up even though he is upset wit...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302347_sibling_2,article_101043,42c06575b73e,"Cupid and Psyche, Part II",How does Venus's treatment of Psyche affect what happens...,82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302347_sibling_3,article_101043,1ec6ebe4509d,"Cupid and Psyche, Part II",What do Psyche's actions throughout the story reveal abou...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302347_sibling_4,article_101043,e2eca0a6525d,"Cupid and Psyche, Part II",Based on what happens when Psyche receives the box from Q...,91%,✅,10/11,standard_alignment,20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302348,article_101043,409e0b127ae5,"Cupid and Psyche, Part II","Based on the story, what happens when Psyche opens the bo...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302348_sibling_1,article_101043,1126689a9ce7,"Cupid and Psyche, Part II",Why is it important to the story that Cupid was watching...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302348_sibling_2,article_101043,debf70f52e62,"Cupid and Psyche, Part II",What does Psyche's decision to open the box after success...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302348_sibling_3,article_101043,fe92f0f53e9b,"Cupid and Psyche, Part II",How does the author use the box incident to connect diffe...,82%,✅,9/11,"plausibility, difficulty_assessment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302353,article_101044,c256e059e2b4,The Sword of Damocles,Why did Dionysius offer to let Damocles be king for a day?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302353_sibling_1,article_101044,b7681d2e61ef,The Sword of Damocles,What does Damocles do when he first sees the sword hangin...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302353_sibling_2,article_101044,3bd7f3d336b0,The Sword of Damocles,"Based on the story, what was Damocles's main reason for w...",100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302353_sibling_3,article_101044,ceddd78f881d,The Sword of Damocles,"According to the passage, what does Dionysius mean when h...",91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302353_sibling_4,article_101044,1889501eaf8b,The Sword of Damocles,Which detail best shows that Damocles did not understand...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302354,article_101044,5d88adad8627,The Sword of Damocles,How does Damocles change in the story?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302354_sibling_1,article_101044,f71fd37d106a,The Sword of Damocles,What happens to Damocles's feelings during his day as king?,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302354_sibling_2,article_101044,01c816818ddf,The Sword of Damocles,How do Damocles's actions reveal his character transforma...,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302354_sibling_3,article_101044,cc80d3182e76,The Sword of Damocles,Why does Damocles's experience with the banquet illustrat...,82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302354_sibling_4,article_101044,3f8c710494db,The Sword of Damocles,"Based on Damocles's behavior throughout the story, what m...",91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302355,article_101044,b9dfcd02cb70,The Sword of Damocles,How does the author show the difference between what Damo...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302355_sibling_1,article_101044,682a65fecdb2,The Sword of Damocles,What lesson does the story teach about having power?,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302355_sibling_2,article_101044,b0c1ad32308d,The Sword of Damocles,How does the author use the banquet details in paragraph...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302355_sibling_3,article_101044,e2a180a7b74f,The Sword of Damocles,What lesson does the story teach about having power?,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302355_sibling_4,article_101044,9c4057845e3c,The Sword of Damocles,Why does the author have Dionysius explain that 'the thin...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302356,article_101044,71e60174fba3,The Sword of Damocles,Dionysius most likely thinks that,100%,✅,11/11,,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302356_sibling_1,article_101044,73ef6b3476a2,The Sword of Damocles,What does Dionysius most likely believe about people who...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260113_202537,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302356_sibling_2,article_101044,df900a4f7391,The Sword of Damocles,How does the narrator show the difference between what Da...,82%,✅,9/11,"plausibility, homogeneity",20260114_123323,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302356_sibling_3,article_101044,72af47976937,The Sword of Damocles,What does the author want readers to think about power af...,91%,✅,10/11,standard_alignment,20260114_123323,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302356_sibling_4,article_101044,a2dc8fae5d19,The Sword of Damocles,What does the narrator suggest by describing Damocles as...,82%,✅,9/11,"standard_alignment, difficulty_assessment",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,❌
quiz_302361,article_101045,7d774c0370f4,The Roman Republic,What is the most likely reason the author wrote this pass...,91%,✅,10/11,plausibility,20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302361_sibling_1,article_101045,e59621fc9478,The Roman Republic,Why did the author most likely include the paragraph abou...,82%,✅,9/11,"plausibility, difficulty_assessment",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302361_sibling_2,article_101045,4585f242ef4d,The Roman Republic,"Based on the passage, why would the author describe the S...",82%,✅,9/11,"standard_alignment, length_check",20260112_125710,✅,✅,✅,✅,❌,✅,✅,✅,❌,✅,✅
quiz_302361_sibling_3,article_101045,8bb38233a01a,The Roman Republic,What is the author's point of view about the Roman republ...,82%,✅,9/11,"plausibility, homogeneity",20260112_125710,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302361_sibling_4,article_101045,8372ec2d56cf,The Roman Republic,Why did the author most likely include information about...,82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302362,article_101045,79a6f8f0797a,The Roman Republic,Which statement best describes the choice the Romans made...,55%,❌,6/11,"grammatical_parallel, plausibility, homogeneity, specificity_balance, length_check",20260112_125710,❌,❌,❌,❌,✅,✅,✅,✅,❌,✅,✅
quiz_302362_sibling_1,article_101045,2f22f9cced35,The Roman Republic,What connection does the passage show between Tarquin's a...,91%,✅,10/11,length_check,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302362_sibling_2,article_101045,76560eab763a,The Roman Republic,How does the passage connect the Romans' bad experience w...,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302362_sibling_3,article_101045,270537ef7fde,The Roman Republic,How does the passage connect King Tarquin's rule to the R...,91%,✅,10/11,plausibility,20260113_202537,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302362_sibling_4,article_101045,8e5942ce20f4,The Roman Republic,What connection does the passage show between the Romans'...,91%,✅,10/11,difficulty_assessment,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302363,article_101045,0fd02ba60a0d,The Roman Republic,Which of these could best be used instead of a consul?,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302363_sibling_1,article_101045,7226b1701d46,The Roman Republic,What type of government did the Romans create after drivi...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302363_sibling_2,article_101045,dfac8baeb629,The Roman Republic,What word does the passage use to describe King Tarquin?,91%,✅,10/11,plausibility,20260113_202537,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302363_sibling_3,article_101045,08da4c338884,The Roman Republic,"According to the passage, what happened after the Romans...",100%,✅,11/11,,20260114_123323,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302363_sibling_4,article_101045,ebc5f36d6b20,The Roman Republic,"Based on information in the passage, what main idea conne...",82%,✅,9/11,"plausibility, difficulty_assessment",20260113_202537,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302364,article_101045,834067ded9db,The Roman Republic,"After the Romans drove out King Tarquin, what kind of gov...",82%,✅,9/11,"plausibility, length_check",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302364_sibling_1,article_101045,8f41e53779c7,The Roman Republic,What are the two main ideas that explain why the Roman re...,91%,✅,10/11,difficulty_assessment,20260114_123323,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302364_sibling_2,article_101045,102cb202cee3,The Roman Republic,Which three key ideas work together to show the main mess...,91%,✅,10/11,difficulty_assessment,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302364_sibling_3,article_101045,b3045fc0fd91,The Roman Republic,What main idea connects the story of King Tarquin to the...,91%,✅,10/11,length_check,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302364_sibling_4,article_101045,a3dd61434d11,The Roman Republic,What main ideas does the author share to explain how Rome...,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302365,article_101045,2ce656d7f659,The Roman Republic,Part A: Which sentence tells the main idea of the whole p...,45%,❌,5/11,"grammatical_parallel, plausibility, homogeneity, specificity_balance, length_check, difficulty_assessment",20260112_125710,❌,❌,❌,❌,✅,✅,✅,✅,❌,✅,❌
quiz_302365_sibling_1,article_101045,48f4382d28af,The Roman Republic,What main idea does the author develop about how governme...,100%,✅,11/11,,20260114_123323,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302365_sibling_2,article_101045,1aecf206da42,The Roman Republic,"According to the passage, what was the most important out...",82%,✅,9/11,"plausibility, length_check",20260112_125710,✅,❌,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302365_sibling_3,article_101045,a39a0021cce4,The Roman Republic,What is the main reason the passage explains how the Roma...,82%,✅,9/11,"single_correct_answer, difficulty_assessment",20260113_202537,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,❌
quiz_302365_sibling_4,article_101045,5cf2d7a9cf27,The Roman Republic,"Based on the passage, how does the author connect the beg...",82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302370,article_101046,863eb2b795e5,Hannibal Crosses the Alps,What does the information in the passage show about Hanni...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302370_sibling_1,article_101046,0b08a433f808,Hannibal Crosses the Alps,"Based on the passage, what does the map or description of...",82%,✅,9/11,"standard_alignment, clarity_precision",20260112_125710,✅,✅,✅,✅,❌,❌,✅,✅,✅,✅,✅
quiz_302370_sibling_2,article_101046,ff59cd7321de,Hannibal Crosses the Alps,What does the passage's description of the Alps help expl...,100%,✅,11/11,,20260113_202537,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302370_sibling_3,article_101046,87ba48950f5c,Hannibal Crosses the Alps,"According to the passage, what does the description of th...",82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302370_sibling_4,article_101046,b331245aefaa,Hannibal Crosses the Alps,How does the illustration or description of the Punic War...,82%,✅,9/11,"plausibility, clarity_precision",20260112_125710,✅,❌,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302371,article_101046,517fd8a748c7,Hannibal Crosses the Alps,"After General Scipio took Roman troops to Africa, what di...",82%,✅,9/11,"length_check, difficulty_assessment",20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,❌
quiz_302371_sibling_1,article_101046,39af7035ed41,Hannibal Crosses the Alps,What main idea is supported by the details about Hannibal...,91%,✅,10/11,homogeneity,20260113_202537,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302371_sibling_2,article_101046,506f127ee5d2,Hannibal Crosses the Alps,What main idea does the passage support by describing Han...,91%,✅,10/11,difficulty_assessment,20260112_125710,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
