question_id,article_id,question_type,overall_score,passed,checks_passed,checks_total,passage_title,question_preview,grammatical_parallel_score,plausibility_score,homogeneity_score,specificity_balance_score,standard_alignment_score,clarity_precision_score,single_correct_answer_score,passage_reference_score,length_check_score,too_close_score,difficulty_assessment_score
quiz_302104_sibling_4,article_101013,MCQ,1.0,True,11,11,Warm-Blooded and Cold-Blooded Animals,"Based on the passage, what is the most important idea the...",1,1,1,1,1,1,1,1,1,1,1
quiz_302105,article_101013,MCQ,1.0,True,11,11,Warm-Blooded and Cold-Blooded Animals,How does the author mostly present the information about...,1,1,1,1,1,1,1,1,1,1,1
quiz_302105_sibling_1,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,What organizational pattern does the author use in the se...,1,1,1,1,1,1,1,1,0,1,1
quiz_302105_sibling_2,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,How does the author connect the information in paragraph...,1,1,1,1,1,1,1,1,0,1,1
quiz_302105_sibling_3,article_101013,MCQ,1.0,True,11,11,Warm-Blooded and Cold-Blooded Animals,Why does the author include specific examples like 'shive...,1,1,1,1,1,1,1,1,1,1,1
quiz_302105_sibling_4,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,"Based on paragraph 5, what relationship does the author e...",1,1,1,1,0,1,1,1,1,1,1
quiz_302106,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,"PART A: According to the passage, how do warm-blooded ani...",1,1,1,1,0,1,1,1,1,1,1
quiz_302106_sibling_1,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,"In paragraph 2, what does the phrase 'give birth to live...",1,0,1,1,1,1,1,1,1,1,1
quiz_302106_sibling_2,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,"According to paragraph 3, what does 'use energy from food...",1,1,1,1,1,1,1,1,1,1,0
quiz_302106_sibling_3,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,"Based on the information in paragraph 4, what does the wo...",0,1,1,1,1,1,1,1,1,1,1
quiz_302106_sibling_4,article_101013,MCQ,0.9090909090909091,True,10,11,Warm-Blooded and Cold-Blooded Animals,What does the phrase 'their bodies work differently' in p...,1,1,1,1,1,1,1,1,1,1,0
quiz_302107,article_101013,MCQ,0.5454545454545454,False,6,11,Warm-Blooded and Cold-Blooded Animals,"PART B: How does understanding the difference between ""wa...",0,0,0,1,0,1,1,1,1,1,0
quiz_302107_sibling_1,article_101013,MCQ,0.8181818181818182,True,9,11,Warm-Blooded and Cold-Blooded Animals,"In paragraph 5, how does understanding that cold-blooded...",1,0,0,1,1,1,1,1,1,1,1
quiz_302107_sibling_2,article_101013,MCQ,0.7272727272727273,False,8,11,Warm-Blooded and Cold-Blooded Animals,"According to paragraph 5, what does the statement 'Cold-b...",1,0,0,1,1,1,1,1,0,1,1
quiz_302107_sibling_3,article_101013,MCQ,0.7272727272727273,False,8,11,Warm-Blooded and Cold-Blooded Animals,How does the author use the contrast between mammals and...,1,0,1,1,0,1,1,1,1,1,0
quiz_302107_sibling_4,article_101013,MCQ,0.8181818181818182,True,9,11,Warm-Blooded and Cold-Blooded Animals,"Based on the entire passage, why does the author provide...",1,0,1,1,0,1,1,1,1,1,1
quiz_302111,article_101014,MCQ,0.7272727272727273,False,8,11,Vertebrate or Invertebrate?,Why do scientists study whether animals have a backbone?,1,0,0,1,1,1,1,1,0,1,1
quiz_302111_sibling_1,article_101014,MCQ,0.9090909090909091,True,10,11,Vertebrate or Invertebrate?,"According to the passage, what do all mammals, reptiles,...",1,0,1,1,1,1,1,1,1,1,1
quiz_302111_sibling_2,article_101014,MCQ,0.9090909090909091,True,10,11,Vertebrate or Invertebrate?,"Based on the passage, how does the spinal cord help your...",1,1,1,1,1,1,1,1,0,1,1
quiz_302111_sibling_3,article_101014,MCQ,0.8181818181818182,True,9,11,Vertebrate or Invertebrate?,Which detail from the passage shows that invertebrates ca...,0,1,1,1,1,1,1,1,0,1,1
quiz_302111_sibling_4,article_101014,MCQ,1.0,True,11,11,Vertebrate or Invertebrate?,What information does the author give right after explain...,1,1,1,1,1,1,1,1,1,1,1
quiz_302112,article_101014,MCQ,0.9090909090909091,True,10,11,Vertebrate or Invertebrate?,Why does the author have readers touch their neck and bac...,1,1,1,1,1,1,1,1,0,1,1
quiz_302112_sibling_1,article_101014,MCQ,0.9090909090909091,True,10,11,Vertebrate or Invertebrate?,What is the main reason the author tells readers to put t...,1,1,1,1,0,1,1,1,1,1,1
quiz_302112_sibling_2,article_101014,MCQ,1.0,True,11,11,Vertebrate or Invertebrate?,"In the first paragraph, why does the author mention that...",1,1,1,1,1,1,1,1,1,1,1
quiz_302112_sibling_3,article_101014,MCQ,0.9090909090909091,True,10,11,Vertebrate or Invertebrate?,Why does the author describe the spinal cord as 'like a b...,1,1,1,1,1,1,1,1,0,1,1
quiz_302112_sibling_4,article_101014,MCQ,0.8181818181818182,True,9,11,Vertebrate or Invertebrate?,"Based on the second paragraph, what would most likely hap...",1,0,1,1,0,1,1,1,1,1,1
quiz_302113,article_101014,MCQ,1.0,True,11,11,Vertebrate or Invertebrate?,The paragraph that begins with 'Your backbone or spine do...,1,1,1,1,1,1,1,1,1,1,1
quiz_302113_sibling_1,article_101014,MCQ,1.0,True,11,11,Vertebrate or Invertebrate?,The paragraph that begins 'But many animals do not have a...,1,1,1,1,1,1,1,1,1,1,1
quiz_302113_sibling_2,article_101014,MCQ,1.0,True,11,11,Vertebrate or Invertebrate?,What is the main idea of the paragraph that begins 'Many...,1,1,1,1,1,1,1,1,1,1,1
quiz_302113_sibling_3,article_101014,MCQ,0.9090909090909091,True,10,11,Vertebrate or Invertebrate?,The first paragraph is mainly about,1,1,1,1,1,1,1,1,1,0,1
quiz_302113_sibling_4,article_101014,MCQ,0.7272727272727273,False,8,11,Vertebrate or Invertebrate?,Which detail best supports the main idea that vertebrates...,0,1,1,0,1,1,1,1,0,1,1
quiz_302114,article_101014,MCQ,1.0,True,11,11,Vertebrate or Invertebrate?,The final section of the passage gives readers informatio...,1,1,1,1,1,1,1,1,1,1,1
quiz_302114_sibling_1,article_101014,MCQ,0.6363636363636364,False,7,11,Vertebrate or Invertebrate?,"Based on the passage, what do the giant octopus and tiny...",1,0,1,1,0,1,0,1,0,1,1
quiz_302114_sibling_2,article_101014,MCQ,0.8181818181818182,True,9,11,Vertebrate or Invertebrate?,"According to the third paragraph, what do all the animals...",1,0,1,1,0,1,1,1,1,1,1
quiz_302114_sibling_3,article_101014,MCQ,0.9090909090909091,True,10,11,Vertebrate or Invertebrate?,The final section of the passage helps readers understand,1,1,1,1,1,1,1,1,0,1,1
quiz_302114_sibling_4,article_101014,MCQ,1.0,True,11,11,Vertebrate or Invertebrate?,How does the organization of the passage help readers und...,1,1,1,1,1,1,1,1,1,1,1
quiz_302119,article_101015,MCQ,0.6363636363636364,False,7,11,Fish,Which fact about salmon is clear from the information in...,1,0,1,1,0,1,1,1,0,1,0
quiz_302119_sibling_1,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,"Based on the passage, what do fish use their gills for?",1,1,1,1,0,1,1,1,1,1,1
quiz_302119_sibling_2,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,"According to the text, why can't fish close their eyes wh...",1,1,1,1,0,1,1,1,1,1,1
quiz_302119_sibling_3,article_101015,MCQ,0.7272727272727273,False,8,11,Fish,Which detail from the passage shows that fish are found i...,1,0,0,1,0,1,1,1,1,1,1
quiz_302119_sibling_4,article_101015,MCQ,0.8181818181818182,True,9,11,Fish,How does the passage show that fish bodies are different...,1,0,1,1,0,1,1,1,1,1,1
quiz_302120,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,The passage was most likely written to,1,1,1,0,1,1,1,1,1,1,1
quiz_302120_sibling_1,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,What is the main purpose of the entire passage about fish?,1,1,1,1,1,1,1,1,0,1,1
quiz_302120_sibling_2,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,The author most likely included information about grizzly...,1,1,1,1,1,1,1,1,1,1,0
quiz_302120_sibling_3,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,Which key detail best supports the main idea that fish ha...,1,1,1,1,1,1,1,1,0,1,1
quiz_302120_sibling_4,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,"Based on the passage, what main idea does the section abo...",1,1,1,1,1,1,1,1,0,1,1
quiz_302121,article_101015,MCQ,0.8181818181818182,True,9,11,Fish,Which step occurs after salmon swim to the ocean?,1,1,1,1,0,1,1,1,1,1,0
quiz_302121_sibling_1,article_101015,MCQ,0.8181818181818182,True,9,11,Fish,The author develops the main idea that fish are adapted t...,1,1,1,1,0,1,1,1,1,1,0
quiz_302121_sibling_2,article_101015,MCQ,0.8181818181818182,True,9,11,Fish,Which statement best describes how the details in the las...,1,0,1,1,1,1,1,1,0,1,1
quiz_302121_sibling_3,article_101015,MCQ,1.0,True,11,11,Fish,Why does the passage explain that fish cannot breathe air...,1,1,1,1,1,1,1,1,1,1,1
quiz_302121_sibling_4,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,"Based on the passage, what happens as a result of fish ha...",1,1,1,1,1,1,1,1,0,1,1
quiz_302122,article_101015,MCQ,0.7272727272727273,False,8,11,Fish,This question is connected to the next question you will...,1,0,1,1,1,0,1,0,1,1,1
quiz_302122_sibling_1,article_101015,MCQ,0.8181818181818182,True,9,11,Fish,The passage organizes information about salmon by first e...,1,0,1,1,1,0,1,1,1,1,1
quiz_302122_sibling_2,article_101015,MCQ,0.7272727272727273,False,8,11,Fish,Which sentence from the passage shows a cause and effect...,0,1,1,1,1,1,1,1,0,1,0
quiz_302122_sibling_3,article_101015,MCQ,1.0,True,11,11,Fish,If a student wanted to learn about how fish protect thems...,1,1,1,1,1,1,1,1,1,1,1
quiz_302122_sibling_4,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,A student researching 'how fish move through water' would...,1,1,1,1,1,1,1,1,0,1,1
quiz_302123,article_101015,MCQ,0.7272727272727273,False,8,11,Fish,"PART B: Based on your answer to Part A, what would be the...",1,1,1,1,0,0,0,1,1,1,1
quiz_302123_sibling_1,article_101015,MCQ,0.8181818181818182,True,9,11,Fish,If a reader wants to understand where fish get the oxygen...,1,1,1,1,1,0,1,0,1,1,1
quiz_302123_sibling_2,article_101015,MCQ,0.7272727272727273,False,8,11,Fish,Which bold word would help a student most quickly find in...,1,1,1,1,0,0,1,0,1,1,1
quiz_302123_sibling_3,article_101015,MCQ,0.9090909090909091,True,10,11,Fish,"Based on the passage structure, what is the most effectiv...",1,0,1,1,1,1,1,1,1,1,1
quiz_302123_sibling_4,article_101015,MCQ,0.7272727272727273,False,8,11,Fish,When using text features to research multiple aspects of...,1,0,1,1,0,1,1,1,1,1,0
quiz_302128,article_101016,MCQ,1.0,True,11,11,Amphibians,"According to the passage, the changes in a tadpole's body...",1,1,1,1,1,1,1,1,1,1,1
quiz_302128_sibling_1,article_101016,MCQ,0.7272727272727273,False,8,11,Amphibians,How does hibernating help amphibians survive winter?,1,0,0,1,1,1,1,1,0,1,1
quiz_302128_sibling_2,article_101016,MCQ,1.0,True,11,11,Amphibians,Why do toad eggs need to stay near the shore?,1,1,1,1,1,1,1,1,1,1,1
quiz_302128_sibling_3,article_101016,MCQ,1.0,True,11,11,Amphibians,What must happen before a tadpole can grow legs?,1,1,1,1,1,1,1,1,1,1,1
quiz_302128_sibling_4,article_101016,MCQ,1.0,True,11,11,Amphibians,"Based on the passage, what happens because tadpoles stay...",1,1,1,1,1,1,1,1,1,1,1
quiz_302129,article_101016,MCQ,1.0,True,11,11,Amphibians,Why does the author explain that the word 'amphibian' com...,1,1,1,1,1,1,1,1,1,1,1
quiz_302129_sibling_1,article_101016,MCQ,0.9090909090909091,True,10,11,Amphibians,Why does the author include the information about amphibi...,1,1,1,1,1,1,1,1,0,1,1
quiz_302129_sibling_2,article_101016,MCQ,0.7272727272727273,False,8,11,Amphibians,The author explains that adult amphibians are carnivores...,1,0,1,1,0,1,1,1,1,1,0
quiz_302129_sibling_3,article_101016,MCQ,0.9090909090909091,True,10,11,Amphibians,What does the phrase 'both sides of life' help readers un...,1,1,1,1,1,1,1,1,0,1,1
quiz_302129_sibling_4,article_101016,MCQ,0.9090909090909091,True,10,11,Amphibians,How does understanding the meaning of 'cold-blooded' help...,1,1,1,1,1,1,1,1,0,1,1
quiz_302130,article_101016,MCQ,0.9090909090909091,True,10,11,Amphibians,Section 3 is mainly about,1,1,1,1,1,1,1,1,0,1,1
quiz_302130_sibling_1,article_101016,MCQ,0.9090909090909091,True,10,11,Amphibians,What is the main focus of Section 2?,1,1,1,1,1,1,1,1,0,1,1
quiz_302130_sibling_2,article_101016,MCQ,1.0,True,11,11,Amphibians,Section 4 mainly explains,1,1,1,1,1,1,1,1,1,1,1
quiz_302130_sibling_3,article_101016,MCQ,0.8181818181818182,True,9,11,Amphibians,Which section would best help a student learn about the b...,1,1,1,1,0,1,1,0,1,1,1
quiz_302130_sibling_4,article_101016,MCQ,0.7272727272727273,False,8,11,Amphibians,A reader looking for information about what amphibians ea...,1,1,1,1,1,1,0,0,1,1,0
quiz_302131,article_101016,MCQ,1.0,True,11,11,Amphibians,Section 1 gives readers information about,1,1,1,1,1,1,1,1,1,1,1
quiz_302131_sibling_1,article_101016,MCQ,0.9090909090909091,True,10,11,Amphibians,To understand the complete life cycle sequence of amphibi...,1,1,1,1,1,1,1,0,1,1,1
quiz_302131_sibling_2,article_101016,MCQ,0.9090909090909091,True,10,11,Amphibians,If a student wanted to find out why amphibians are unique...,1,1,1,1,1,1,1,1,0,1,1
quiz_302135,article_101017,MCQ,1.0,True,11,11,Reptiles,The author of this passage would most likely agree that,1,1,1,1,1,1,1,1,1,1,1
quiz_302135_sibling_1,article_101017,MCQ,0.9090909090909091,True,10,11,Reptiles,"Based on the passage, what would the author think about p...",1,0,1,1,1,1,1,1,1,1,1
quiz_302135_sibling_2,article_101017,MCQ,0.9090909090909091,True,10,11,Reptiles,What opinion does the author express about the water mocc...,1,1,1,1,1,1,1,1,0,1,1
quiz_302135_sibling_3,article_101017,MCQ,0.6363636363636364,False,7,11,Reptiles,The author would most likely say that copperheads are,1,0,1,1,0,1,1,1,0,1,0
quiz_302135_sibling_4,article_101017,MCQ,0.7272727272727273,False,8,11,Reptiles,"According to the passage, which statement best shows the...",0,1,1,1,1,1,1,1,0,1,0
quiz_302136,article_101017,MCQ,0.6363636363636364,False,7,11,Reptiles,Which fact about snakes is explained by the bolded words...,1,1,1,1,0,0,0,0,1,1,1
quiz_302136_sibling_1,article_101017,MCQ,0.5454545454545454,False,6,11,Reptiles,The bolded words in the passage help explain which reptil...,1,1,1,1,0,0,0,0,0,1,1
quiz_302136_sibling_2,article_101017,MCQ,0.5454545454545454,False,6,11,Reptiles,Which fact is explained by the bolded words about crocodi...,0,1,1,1,0,0,1,0,0,1,1
quiz_302136_sibling_3,article_101017,MCQ,0.6363636363636364,False,7,11,Reptiles,The bolded words in paragraph 1 help readers understand w...,1,1,1,1,0,0,0,0,1,1,1
quiz_302136_sibling_4,article_101017,MCQ,0.5454545454545454,False,6,11,Reptiles,"Based on the bolded words in paragraph 2, what can reader...",1,0,1,1,0,0,1,0,0,1,1
quiz_302137,article_101017,MCQ,0.8181818181818182,True,9,11,Reptiles,What is probably the reason that the author wrote the pas...,1,1,1,0,1,1,1,1,0,1,1
quiz_302137_sibling_1,article_101017,MCQ,0.9090909090909091,True,10,11,Reptiles,What is the most likely reason the author included inform...,1,1,1,1,1,1,0,1,1,1,1
quiz_302137_sibling_2,article_101017,MCQ,0.8181818181818182,True,9,11,Reptiles,The author most likely wrote about dangerous snakes in pa...,1,0,1,1,0,1,1,1,1,1,1
quiz_302137_sibling_3,article_101017,MCQ,0.8181818181818182,True,9,11,Reptiles,The author probably included the fact about third graders...,1,1,1,1,0,1,1,1,1,1,0
quiz_302137_sibling_4,article_101017,MCQ,0.8181818181818182,True,9,11,Reptiles,Why did the author most likely include details about wher...,1,0,1,1,1,1,1,1,0,1,1
quiz_302138,article_101017,MCQ,1.0,True,11,11,Reptiles,Which event happens after a snake grows too big for its o...,1,1,1,1,1,1,1,1,1,1,1
quiz_302138_sibling_1,article_101017,MCQ,0.6363636363636364,False,7,11,Reptiles,What event happens before a snake sheds its skin in one b...,1,0,0,1,0,1,1,1,0,1,1
quiz_302138_sibling_2,article_101017,MCQ,0.6363636363636364,False,7,11,Reptiles,"According to the passage, what happens after a black mamb...",1,0,0,1,0,1,1,1,0,1,1
quiz_302138_sibling_3,article_101017,MCQ,0.8181818181818182,True,9,11,Reptiles,Which event takes place after reptile eggs are laid?,1,0,1,1,0,1,1,1,1,1,1
quiz_302138_sibling_4,article_101017,MCQ,0.8181818181818182,True,9,11,Reptiles,"Based on the passage, what must happen before a crocodile...",1,1,1,1,0,1,1,1,1,1,0
quiz_302143,article_101018,MCQ,1.0,True,11,11,Birds,Why do many birds fly to new places in late fall?,1,1,1,1,1,1,1,1,1,1,1
quiz_302143_sibling_1,article_101018,MCQ,0.9090909090909091,True,10,11,Birds,"According to the passage, what happens in spring after bi...",1,1,1,1,1,1,1,1,0,1,1
quiz_302143_sibling_2,article_101018,MCQ,0.8181818181818182,True,9,11,Birds,What does the passage explain about penguins?,1,0,1,1,1,1,1,1,0,1,1
quiz_302143_sibling_3,article_101018,MCQ,0.9090909090909091,True,10,11,Birds,How are birds similar to mammals according to the passage?,1,1,1,1,1,1,1,1,0,1,1
quiz_302143_sibling_4,article_101018,MCQ,0.7272727272727273,False,8,11,Birds,"Based on the passage, why might you see seagulls if you g...",1,0,1,0,1,1,1,1,0,1,1
quiz_302144,article_101018,MCQ,1.0,True,11,11,Birds,What do birds do just before their eggs hatch?,1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_1,article_101018,MCQ,1.0,True,11,11,Birds,What must happen before baby birds can eat the food their...,1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_2,article_101018,MCQ,1.0,True,11,11,Birds,"According to the passage, what happens after birds lay eg...",1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_3,article_101018,MCQ,1.0,True,11,11,Birds,What causes parent birds to fly out and find food after e...,1,1,1,1,1,1,1,1,1,1,1
quiz_302144_sibling_4,article_101018,MCQ,1.0,True,11,11,Birds,"Based on the passage, what relationship exists between ne...",1,1,1,1,1,1,1,1,1,1,1
quiz_302145,article_101018,MCQ,1.0,True,11,11,Birds,"Based on the passage, what does the word 'adaptive' mean?",1,1,1,1,1,1,1,1,1,1,1
quiz_302145_sibling_1,article_101018,MCQ,1.0,True,11,11,Birds,"Based on the passage, what does the word 'plumage' mean?",1,1,1,1,1,1,1,1,1,1,1
quiz_302145_sibling_2,article_101018,MCQ,0.9090909090909091,True,10,11,Birds,What does the word 'hatch' mean in this passage?,1,1,1,1,1,1,1,1,0,1,1
quiz_302145_sibling_3,article_101018,MCQ,0.9090909090909091,True,10,11,Birds,"Based on the passage, what does 'flocks' mean?",1,1,1,1,1,1,1,1,0,1,1
quiz_302145_sibling_4,article_101018,MCQ,0.8181818181818182,True,9,11,Birds,What does the phrase 'show off' mean when the passage des...,1,0,1,1,1,1,1,1,0,1,1
quiz_302146,article_101018,MCQ,0.9090909090909091,True,10,11,Birds,"In Section 2 of the passage, what is the author’s primary...",1,0,1,1,1,1,1,1,1,1,1
quiz_302146_sibling_1,article_101018,MCQ,0.8181818181818182,True,9,11,Birds,What is the main purpose of Section 4 in this passage?,1,0,1,1,1,1,1,1,1,1,0
quiz_302146_sibling_2,article_101018,MCQ,1.0,True,11,11,Birds,What is the main idea of Section 3 of the passage?,1,1,1,1,1,1,1,1,1,1,1
quiz_302146_sibling_3,article_101018,MCQ,1.0,True,11,11,Birds,How does the author support the main idea that birds are...,1,1,1,1,1,1,1,1,1,1,1
quiz_302146_sibling_4,article_101018,MCQ,1.0,True,11,11,Birds,"Based on the entire passage, what key idea does the autho...",1,1,1,1,1,1,1,1,1,1,1
quiz_302151,article_101019,MCQ,1.0,True,11,11,Mammals,What is the purpose of this passage?,1,1,1,1,1,1,1,1,1,1,1
quiz_302151_sibling_1,article_101019,MCQ,0.9090909090909091,True,10,11,Mammals,Why does Rattenborough call mammals his favorite animal g...,1,0,1,1,1,1,1,1,1,1,1
quiz_302151_sibling_2,article_101019,MCQ,0.8181818181818182,True,9,11,Mammals,"Based on the passage, what is the author's main reason fo...",1,0,1,1,1,1,1,1,0,1,1
quiz_302151_sibling_3,article_101019,MCQ,0.9090909090909091,True,10,11,Mammals,How does the author help readers understand that not all...,1,0,1,1,1,1,1,1,1,1,1
quiz_302151_sibling_4,article_101019,MCQ,0.8181818181818182,True,9,11,Mammals,What does the author want readers to understand from the...,1,1,1,1,1,1,1,1,0,1,0
quiz_302152,article_101019,MCQ,0.6363636363636364,False,7,11,Mammals,Which characteristic of mammals is demonstrated by the pl...,1,0,1,1,0,1,1,1,0,1,0
quiz_302152_sibling_1,article_101019,MCQ,0.7272727272727273,False,8,11,Mammals,Which detail from the passage shows that dolphins and wha...,1,1,0,1,0,1,1,1,0,1,1
quiz_302152_sibling_2,article_101019,MCQ,0.8181818181818182,True,9,11,Mammals,"According to the passage, what characteristic demonstrate...",1,1,1,1,0,1,1,1,0,1,1
quiz_302152_sibling_3,article_101019,MCQ,0.7272727272727273,False,8,11,Mammals,"Based on the information in section 4, what can readers c...",1,1,1,1,0,1,1,0,1,1,0
quiz_302152_sibling_4,article_101019,MCQ,0.6363636363636364,False,7,11,Mammals,What information from both section 2 and section 3 suppor...,0,0,0,1,0,1,1,1,1,1,1
quiz_302153,article_101019,MCQ,1.0,True,11,11,Mammals,What is this article mostly about?,1,1,1,1,1,1,1,1,1,1,1
quiz_302153_sibling_1,article_101019,MCQ,1.0,True,11,11,Mammals,What is the main topic discussed throughout all sections...,1,1,1,1,1,1,1,1,1,1,1
quiz_302153_sibling_2,article_101019,MCQ,1.0,True,11,11,Mammals,"According to the passage, which detail supports the main...",1,1,1,1,1,1,1,1,1,1,1
quiz_302153_sibling_3,article_101019,MCQ,0.9090909090909091,True,10,11,Mammals,"The author describes bats, whales, and the platypus in se...",1,1,1,1,1,1,1,1,1,1,0
quiz_302153_sibling_4,article_101019,MCQ,0.9090909090909091,True,10,11,Mammals,Why does the author provide information about communicati...,1,1,1,1,1,1,1,1,1,1,0
quiz_302154,article_101019,MCQ,0.7272727272727273,False,8,11,Mammals,This question is connected to the next question you will...,1,1,1,1,0,0,1,0,1,1,1
quiz_302154_sibling_1,article_101019,MCQ,0.8181818181818182,True,9,11,Mammals,How does the information about whale and dolphin blowhole...,1,0,1,1,1,1,1,1,1,1,0
quiz_302154_sibling_2,article_101019,MCQ,0.8181818181818182,True,9,11,Mammals,What is the relationship between the statement 'Bats have...,1,0,0,1,1,1,1,1,1,1,1
quiz_302154_sibling_3,article_101019,MCQ,0.9090909090909091,True,10,11,Mammals,"Based on sections 2 and 3, what pattern does the author u...",1,1,1,1,1,1,1,1,0,1,1
quiz_302154_sibling_4,article_101019,MCQ,0.8181818181818182,True,9,11,Mammals,Why does the author organize the passage by first definin...,1,1,1,1,1,1,1,1,0,1,0
quiz_302160,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,Why do zoologists group animals by whether they have a ba...,1,1,1,1,1,1,1,1,0,1,1
quiz_302160_sibling_1,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,"According to the passage, what do zoologists discover whe...",1,1,1,1,1,1,1,1,1,1,1
quiz_302160_sibling_2,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,Which detail from the passage shows that zoologists compa...,1,1,1,1,1,1,1,1,0,1,1
quiz_302160_sibling_3,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,How does the passage show that fish are an important vert...,1,1,1,1,1,1,1,1,1,1,1
quiz_302160_sibling_4,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,"Based on the passage, what can readers infer about verteb...",1,1,1,1,1,1,1,1,0,1,1
quiz_302161,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,What must happen before scientists can group animals into...,1,1,1,1,1,1,1,1,1,1,1
quiz_302161_sibling_1,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,What must zoologists do before they can discover which an...,1,1,1,1,1,1,1,1,1,1,0
quiz_302161_sibling_2,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,"According to the passage, what is the relationship betwee...",1,1,1,1,1,1,1,1,1,1,1
quiz_302161_sibling_3,article_101020,MCQ,0.7272727272727273,False,8,11,Scientists Who Classify Animals,What must happen first before scientists can discover new...,1,1,1,1,0,0,1,1,1,1,0
quiz_302161_sibling_4,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,How does the author show that animal classification is an...,1,1,1,1,1,1,1,1,1,1,1
quiz_302162,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,Read this sentence. Zoologists observe animals to see how...,1,0,1,1,1,1,1,1,1,1,1
quiz_302162_sibling_1,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,Read this sentence from the passage. To exist means to be...,1,1,1,1,1,1,1,1,1,1,1
quiz_302162_sibling_2,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,Read these sentences. Knowledge means facts and informati...,1,0,1,1,1,1,1,1,1,1,1
quiz_302162_sibling_3,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,Read this sentence. Fish and young amphibians have gills....,1,1,0,1,1,1,1,1,1,1,1
quiz_302162_sibling_4,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,Read this sentence. An organ is a body part that does a s...,1,1,1,1,1,1,1,1,0,1,1
quiz_302163,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,The author most likely wrote this passage to,1,1,1,1,1,1,1,1,1,1,1
quiz_302163_sibling_1,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,The author most likely included the question 'What will y...,1,1,1,1,0,1,1,1,1,1,1
quiz_302163_sibling_2,article_101020,MCQ,0.8181818181818182,True,9,11,Scientists Who Classify Animals,Which statement best describes the main idea of the entir...,1,1,1,0,1,1,1,1,1,1,0
quiz_302163_sibling_3,article_101020,MCQ,0.9090909090909091,True,10,11,Scientists Who Classify Animals,The author develops the idea that animal science is const...,1,1,1,1,0,1,1,1,1,1,1
quiz_302163_sibling_4,article_101020,MCQ,1.0,True,11,11,Scientists Who Classify Animals,How does the author support the main idea that zoologists...,1,1,1,1,1,1,1,1,1,1,1
quiz_302168,article_101021,MCQ,1.0,True,11,11,Jane Goodall,Someone might read this passage to,1,1,1,1,1,1,1,1,1,1,1
quiz_302168_sibling_1,article_101021,MCQ,0.9090909090909091,True,10,11,Jane Goodall,Why does the author include information about Jane Goodal...,1,0,1,1,1,1,1,1,1,1,1
quiz_302168_sibling_2,article_101021,MCQ,0.8181818181818182,True,9,11,Jane Goodall,"Based on the passage, what would be the author's main rea...",1,0,1,1,1,1,1,1,1,1,0
quiz_302168_sibling_3,article_101021,MCQ,0.8181818181818182,True,9,11,Jane Goodall,What point of view about animals does the author want rea...,1,0,1,1,1,1,1,1,0,1,1
quiz_302168_sibling_4,article_101021,MCQ,0.8181818181818182,True,9,11,Jane Goodall,The author describes both Jane's childhood and her adult...,1,0,1,1,1,1,1,1,0,1,1
quiz_302169,article_101021,MCQ,1.0,True,11,11,Jane Goodall,What is the most likely purpose for including the detaile...,1,1,1,1,1,1,1,1,1,1,1
