question_id,article_id,source,overall_score,grammatical_parallel,plausibility,homogeneity,specificity_balance,standard_alignment,clarity_precision,single_correct_answer,passage_reference,length_check,too_close,difficulty_assessment
quiz_302284_sibling_1,article_101035,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302284_sibling_2,article_101035,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302284_sibling_3,article_101035,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302284_sibling_4,article_101035,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302288,article_101036,original,0.6363636363636364,0,0,0,1,0,1,1,1,1,1,1
quiz_302288_sibling_1,article_101036,original,0.6363636363636364,1,0,0,1,0,1,1,1,0,1,1
quiz_302288_sibling_2,article_101036,original,0.7272727272727273,1,0,1,0,0,1,1,1,1,1,1
quiz_302288_sibling_3,article_101036,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302288_sibling_4,article_101036,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302289,article_101036,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302289_sibling_1,article_101036,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302289_sibling_2,article_101036,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302289_sibling_3,article_101036,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302289_sibling_4,article_101036,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302290,article_101036,original,0.6363636363636364,0,0,1,0,1,1,1,1,0,1,1
quiz_302290_sibling_1,article_101036,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302290_sibling_2,article_101036,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302290_sibling_3,article_101036,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302290_sibling_4,article_101036,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302291,article_101036,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302291_sibling_1,article_101036,original,0.7272727272727273,1,0,1,0,1,1,1,1,1,1,0
quiz_302291_sibling_2,article_101036,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302291_sibling_3,article_101036,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302291_sibling_4,article_101036,original,0.5454545454545454,0,0,1,0,0,1,1,1,1,1,0
quiz_302296,article_101037,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302296_sibling_1,article_101037,original,0.5454545454545454,1,0,0,1,0,1,1,1,0,1,0
quiz_302296_sibling_2,article_101037,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302296_sibling_3,article_101037,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302296_sibling_4,article_101037,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302297,article_101037,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302297_sibling_1,article_101037,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302297_sibling_2,article_101037,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302297_sibling_3,article_101037,original,0.2727272727272727,0,0,0,0,0,0,0,1,1,1,0
quiz_302297_sibling_4,article_101037,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302298,article_101037,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302298_sibling_1,article_101037,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302298_sibling_2,article_101037,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302298_sibling_3,article_101037,original,0.5454545454545454,1,1,1,1,0,0,0,0,1,1,0
quiz_302298_sibling_4,article_101037,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302299,article_101037,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302299_sibling_1,article_101037,original,0.6363636363636364,1,0,1,0,1,1,1,1,0,1,0
quiz_302299_sibling_2,article_101037,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302299_sibling_3,article_101037,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302299_sibling_4,article_101037,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302304,article_101038,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302304_sibling_1,article_101038,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302304_sibling_2,article_101038,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302304_sibling_3,article_101038,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302304_sibling_4,article_101038,original,0.7272727272727273,1,1,1,1,0,0,1,1,1,1,0
quiz_302305,article_101038,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302305_sibling_1,article_101038,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302305_sibling_2,article_101038,original,0.8181818181818182,0,1,1,1,1,1,0,1,1,1,1
quiz_302305_sibling_3,article_101038,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302305_sibling_4,article_101038,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302306,article_101038,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302306_sibling_1,article_101038,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302306_sibling_2,article_101038,original,0.8181818181818182,0,1,1,1,1,1,1,1,0,1,1
quiz_302306_sibling_3,article_101038,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302306_sibling_4,article_101038,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302307,article_101038,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302307_sibling_1,article_101038,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302307_sibling_2,article_101038,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302307_sibling_3,article_101038,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302307_sibling_4,article_101038,original,0.6363636363636364,1,0,1,1,0,0,1,1,0,1,1
quiz_302312,article_101039,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302312_sibling_1,article_101039,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302312_sibling_2,article_101039,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302312_sibling_3,article_101039,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302312_sibling_4,article_101039,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302313,article_101039,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302313_sibling_1,article_101039,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302313_sibling_2,article_101039,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302313_sibling_3,article_101039,original,0.7272727272727273,1,1,1,1,0,1,0,1,1,1,0
quiz_302313_sibling_4,article_101039,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302314,article_101039,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302314_sibling_1,article_101039,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302314_sibling_2,article_101039,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302314_sibling_3,article_101039,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302314_sibling_4,article_101039,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302315,article_101039,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_1,article_101039,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_2,article_101039,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302315_sibling_3,article_101039,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302315_sibling_4,article_101039,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302316,article_101039,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302316_sibling_1,article_101039,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302316_sibling_2,article_101039,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302316_sibling_3,article_101039,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302316_sibling_4,article_101039,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302321,article_101040,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302321_sibling_1,article_101040,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302321_sibling_2,article_101040,original,0.6363636363636364,1,0,1,1,0,0,1,1,0,1,1
quiz_302321_sibling_3,article_101040,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302321_sibling_4,article_101040,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302322,article_101040,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_1,article_101040,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302322_sibling_2,article_101040,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_3,article_101040,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302322_sibling_4,article_101040,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302323,article_101040,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302323_sibling_1,article_101040,original,0.6363636363636364,1,1,1,1,0,0,1,0,0,1,1
quiz_302323_sibling_2,article_101040,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302323_sibling_3,article_101040,original,0.8181818181818182,1,1,1,1,0,1,1,0,1,1,1
quiz_302323_sibling_4,article_101040,original,0.8181818181818182,1,1,1,1,0,1,1,0,1,1,1
quiz_302324,article_101040,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_1,article_101040,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_2,article_101040,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302324_sibling_3,article_101040,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302324_sibling_4,article_101040,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302328,article_101041,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302328_sibling_1,article_101041,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302328_sibling_2,article_101041,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302328_sibling_3,article_101041,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302328_sibling_4,article_101041,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302329,article_101041,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302329_sibling_1,article_101041,original,0.7272727272727273,1,1,1,1,0,1,0,1,1,1,0
quiz_302329_sibling_2,article_101041,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302329_sibling_3,article_101041,original,0.7272727272727273,1,0,1,1,0,1,1,1,1,1,0
quiz_302329_sibling_4,article_101041,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302330,article_101041,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_1,article_101041,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_2,article_101041,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302330_sibling_3,article_101041,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302330_sibling_4,article_101041,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302331,article_101041,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302331_sibling_1,article_101041,original,0.6363636363636364,0,0,0,1,1,1,1,1,1,1,0
quiz_302331_sibling_2,article_101041,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302331_sibling_3,article_101041,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302331_sibling_4,article_101041,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302336,article_101042,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302336_sibling_1,article_101042,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302336_sibling_2,article_101042,original,0.6363636363636364,1,0,1,1,0,0,1,0,1,1,1
quiz_302336_sibling_3,article_101042,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302336_sibling_4,article_101042,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302337,article_101042,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_1,article_101042,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_2,article_101042,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302337_sibling_3,article_101042,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302337_sibling_4,article_101042,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302338,article_101042,original,0.8181818181818182,1,1,1,1,1,0,1,1,1,1,0
quiz_302338_sibling_1,article_101042,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302338_sibling_2,article_101042,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302338_sibling_3,article_101042,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302338_sibling_4,article_101042,original,0.7272727272727273,1,0,0,1,1,1,1,1,1,1,0
quiz_302339,article_101042,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302339_sibling_1,article_101042,original,0.8181818181818182,1,1,1,1,1,0,1,1,1,1,0
quiz_302339_sibling_2,article_101042,original,0.7272727272727273,1,1,1,1,1,1,1,0,0,1,0
quiz_302339_sibling_3,article_101042,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302339_sibling_4,article_101042,original,0.7272727272727273,1,0,1,1,1,1,1,0,1,1,0
quiz_302344,article_101043,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_1,article_101043,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_2,article_101043,original,0.8181818181818182,0,1,1,1,0,1,1,1,1,1,1
quiz_302344_sibling_3,article_101043,original,0.7272727272727273,1,0,0,1,0,1,1,1,1,1,1
quiz_302344_sibling_4,article_101043,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302345,article_101043,original,0.7272727272727273,0,0,0,1,1,1,1,1,1,1,1
quiz_302345_sibling_1,article_101043,original,0.8181818181818182,1,0,1,0,1,1,1,1,1,1,1
quiz_302345_sibling_2,article_101043,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302345_sibling_3,article_101043,original,0.8181818181818182,1,1,1,1,0,0,1,1,1,1,1
quiz_302345_sibling_4,article_101043,original,0.6363636363636364,1,0,1,1,0,1,1,1,0,1,0
quiz_302346,article_101043,original,0.8181818181818182,0,1,1,1,1,1,1,1,0,1,1
quiz_302346_sibling_1,article_101043,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302346_sibling_2,article_101043,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302346_sibling_3,article_101043,original,0.8181818181818182,1,0,1,1,0,1,1,1,1,1,1
quiz_302346_sibling_4,article_101043,original,0.5454545454545454,0,0,0,0,1,1,0,1,1,1,1
quiz_302347,article_101043,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302347_sibling_1,article_101043,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302347_sibling_2,article_101043,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302347_sibling_3,article_101043,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302347_sibling_4,article_101043,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302348,article_101043,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302348_sibling_1,article_101043,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302348_sibling_2,article_101043,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302348_sibling_3,article_101043,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302353,article_101044,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302353_sibling_1,article_101044,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302353_sibling_2,article_101044,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302353_sibling_3,article_101044,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302353_sibling_4,article_101044,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302354,article_101044,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_1,article_101044,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_2,article_101044,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302354_sibling_3,article_101044,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302354_sibling_4,article_101044,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302355,article_101044,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302355_sibling_1,article_101044,original,0.6363636363636364,1,0,0,1,0,1,1,1,0,1,1
quiz_302355_sibling_2,article_101044,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302355_sibling_3,article_101044,original,0.7272727272727273,1,0,1,0,0,1,1,1,1,1,1
quiz_302355_sibling_4,article_101044,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302356,article_101044,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302356_sibling_1,article_101044,original,0.7272727272727273,0,1,1,0,1,1,1,1,1,1,0
quiz_302356_sibling_2,article_101044,original,0.7272727272727273,1,0,0,1,1,1,1,1,1,1,0
quiz_302356_sibling_3,article_101044,original,0.7272727272727273,1,0,1,0,1,1,1,1,1,1,0
quiz_302356_sibling_4,article_101044,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302361,article_101045,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302361_sibling_1,article_101045,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302361_sibling_2,article_101045,original,0.8181818181818182,1,1,1,1,0,1,1,1,0,1,1
quiz_302361_sibling_3,article_101045,original,0.8181818181818182,1,0,0,1,1,1,1,1,1,1,1
quiz_302361_sibling_4,article_101045,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302362,article_101045,original,0.5454545454545454,0,0,0,0,1,1,1,1,0,1,1
quiz_302362_sibling_1,article_101045,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302362_sibling_2,article_101045,original,0.5454545454545454,1,0,1,0,0,1,1,1,0,1,0
quiz_302362_sibling_3,article_101045,original,0.5454545454545454,1,0,0,1,0,1,1,1,0,1,0
quiz_302362_sibling_4,article_101045,original,0.7272727272727273,0,1,1,0,1,1,1,1,0,1,1
quiz_302363,article_101045,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302363_sibling_1,article_101045,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302363_sibling_2,article_101045,original,0.6363636363636364,1,0,0,1,1,1,1,1,0,1,0
quiz_302363_sibling_3,article_101045,original,0.7272727272727273,1,0,0,1,1,1,1,1,1,1,0
quiz_302363_sibling_4,article_101045,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302364,article_101045,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302364_sibling_1,article_101045,original,0.5454545454545454,0,0,0,1,1,1,1,1,0,1,0
quiz_302364_sibling_2,article_101045,original,0.5454545454545454,0,1,0,0,1,1,1,1,0,1,0
quiz_302364_sibling_3,article_101045,original,0.6363636363636364,1,0,1,1,0,1,1,1,0,1,0
quiz_302364_sibling_4,article_101045,original,0.6363636363636364,0,1,1,0,1,1,1,1,0,1,0
quiz_302365,article_101045,original,0.45454545454545453,0,0,0,0,1,1,1,1,0,1,0
quiz_302365_sibling_1,article_101045,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302365_sibling_2,article_101045,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302365_sibling_3,article_101045,original,0.6363636363636364,0,1,1,0,1,1,1,1,0,1,0
quiz_302365_sibling_4,article_101045,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302370,article_101046,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302370_sibling_1,article_101046,original,0.8181818181818182,1,1,1,1,0,0,1,1,1,1,1
quiz_302370_sibling_2,article_101046,original,0.7272727272727273,0,1,0,1,0,1,1,1,1,1,1
quiz_302370_sibling_3,article_101046,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302370_sibling_4,article_101046,original,0.8181818181818182,1,0,1,1,1,0,1,1,1,1,1
quiz_302371,article_101046,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302371_sibling_1,article_101046,original,0.6363636363636364,0,0,1,1,1,1,1,1,0,1,0
quiz_302371_sibling_2,article_101046,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302371_sibling_3,article_101046,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302371_sibling_4,article_101046,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302372,article_101046,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302372_sibling_1,article_101046,original,0.2727272727272727,0,0,0,0,0,0,0,1,1,1,0
quiz_302372_sibling_2,article_101046,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302372_sibling_3,article_101046,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302372_sibling_4,article_101046,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302373,article_101046,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302373_sibling_1,article_101046,original,0.8181818181818182,1,0,1,1,1,1,1,1,0,1,1
quiz_302373_sibling_2,article_101046,original,0.5454545454545454,1,0,1,1,0,0,1,1,0,1,0
quiz_302373_sibling_3,article_101046,original,0.7272727272727273,1,0,1,1,1,1,1,1,0,1,0
quiz_302373_sibling_4,article_101046,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302378,article_101047,original,0.45454545454545453,0,0,0,0,1,1,1,1,0,1,0
quiz_302378_sibling_1,article_101047,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302378_sibling_2,article_101047,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302378_sibling_3,article_101047,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302378_sibling_4,article_101047,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302379,article_101047,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302379_sibling_1,article_101047,original,0.7272727272727273,1,0,1,1,0,1,1,1,1,1,0
quiz_302379_sibling_2,article_101047,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302379_sibling_3,article_101047,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302379_sibling_4,article_101047,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302380,article_101047,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302380_sibling_1,article_101047,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302380_sibling_2,article_101047,original,0.7272727272727273,1,0,0,1,1,1,1,1,1,1,0
quiz_302380_sibling_3,article_101047,original,0.7272727272727273,1,1,1,0,0,1,1,1,1,1,0
quiz_302380_sibling_4,article_101047,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302381,article_101047,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302381_sibling_1,article_101047,original,0.7272727272727273,1,1,1,0,0,1,1,1,1,1,0
quiz_302381_sibling_2,article_101047,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302381_sibling_3,article_101047,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302381_sibling_4,article_101047,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302382,article_101047,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302382_sibling_1,article_101047,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302382_sibling_2,article_101047,original,0.18181818181818182,0,0,0,0,0,0,0,0,1,1,0
quiz_302382_sibling_3,article_101047,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302382_sibling_4,article_101047,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302387,article_101048,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302387_sibling_1,article_101048,original,0.7272727272727273,1,0,1,1,0,1,1,1,0,1,1
quiz_302387_sibling_2,article_101048,original,0.7272727272727273,1,0,1,1,0,1,1,1,1,1,0
quiz_302387_sibling_3,article_101048,original,0.8181818181818182,1,1,1,1,0,1,1,1,1,1,0
quiz_302387_sibling_4,article_101048,original,0.7272727272727273,1,1,1,1,0,1,1,1,0,1,0
quiz_302388,article_101048,original,0.8181818181818182,1,1,1,1,1,1,1,1,0,1,0
quiz_302388_sibling_1,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302388_sibling_2,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,0,1,1
quiz_302388_sibling_3,article_101048,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302388_sibling_4,article_101048,original,0.9090909090909091,1,1,1,1,0,1,1,1,1,1,1
quiz_302389,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302389_sibling_1,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302389_sibling_2,article_101048,original,0.9090909090909091,1,0,1,1,1,1,1,1,1,1,1
quiz_302389_sibling_3,article_101048,original,0.8181818181818182,1,0,1,1,1,1,1,1,1,1,0
quiz_302389_sibling_4,article_101048,original,1.0,1,1,1,1,1,1,1,1,1,1,1
quiz_302390,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_1,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_2,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_3,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
quiz_302390_sibling_4,article_101048,original,0.9090909090909091,1,1,1,1,1,1,1,1,1,1,0
