question_id,article_id,content_hash,passage_title,question_preview,score,status,passed_total,failed_checks,run_id,clarity_precision,difficulty_assessment,grammatical_parallel,homogeneity,length_check,passage_reference,plausibility,single_correct_answer,specificity_balance,standard_alignment,too_close
quiz_302523_sibling_3,article_101064,bb5e0ad008cf,"Alexander Graham Bell, Part I",How does the author connect the information about Visible...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302523_sibling_4,article_101064,837acba49f2d,"Alexander Graham Bell, Part I",What organizational pattern does the author use to presen...,82%,✅,9/11,"difficulty_assessment, grammatical_parallel",20260112_172559,✅,❌,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302524,article_101064,617b0204689d,"Alexander Graham Bell, Part I",When could deaf people learn to talk better using Visible...,91%,✅,10/11,plausibility,20260112_172559,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302524_sibling_1,article_101064,8cd714b758f6,"Alexander Graham Bell, Part I",What connection does the author make between the differen...,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302524_sibling_2,article_101064,42e5e3e8e3bf,"Alexander Graham Bell, Part I","According to the passage, when did Bell's father create V...",91%,✅,10/11,grammatical_parallel,20260112_172559,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302524_sibling_3,article_101064,0ccedf181c91,"Alexander Graham Bell, Part I","Based on the passage, what did Bell need to do before he...",73%,❌,8/11,"difficulty_assessment, plausibility, too_close",20260112_172559,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,❌
quiz_302524_sibling_4,article_101064,9b23930a1859,"Alexander Graham Bell, Part I","According to the text, what happened after Bell's father...",82%,✅,9/11,"homogeneity, plausibility",20260112_172559,✅,✅,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302529,article_101065,7421e07a2ac2,"Alexander Graham Bell, Part II","According to the text, what type of messages did the tele...",91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302529_sibling_1,article_101065,962834f47b38,"Alexander Graham Bell, Part II",How does the passage organize information about the teleg...,91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302529_sibling_2,article_101065,e68460fc77f2,"Alexander Graham Bell, Part II","Based on the passage, why did Bell keep his experiments s...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302529_sibling_3,article_101065,11033475a1c9,"Alexander Graham Bell, Part II",Which detail from the passage shows that the telegraph wa...,91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302529_sibling_4,article_101065,8e9653883c72,"Alexander Graham Bell, Part II",What information can a reader find in the boxed section o...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302530,article_101065,14072659ff40,"Alexander Graham Bell, Part II",What is the purpose of this passage?,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302530_sibling_1,article_101065,2e087ebe09d1,"Alexander Graham Bell, Part II",What is the author's main message in this passage?,82%,✅,9/11,"length_check, standard_alignment",20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302530_sibling_2,article_101065,72fa0b95fd0a,"Alexander Graham Bell, Part II",How does the author feel about Alexander Graham Bell's work?,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302530_sibling_3,article_101065,f6f8d6ae0f44,"Alexander Graham Bell, Part II",Why does the author include Bell's quote about self-educa...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_172559,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302530_sibling_4,article_101065,5bb2816adb4a,"Alexander Graham Bell, Part II","Based on the entire passage, what does the author want re...",82%,✅,9/11,"length_check, standard_alignment",20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302531,article_101065,70b484c7832c,"Alexander Graham Bell, Part II",Which event occurs after Bell and Watson's accidental dis...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302531_sibling_1,article_101065,4b4316a15ca5,"Alexander Graham Bell, Part II","Based on the passage, what happened before Bell hired Tho...",73%,❌,8/11,"difficulty_assessment, length_check, standard_alignment",20260112_172559,✅,❌,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302531_sibling_2,article_101065,2bd23152980e,"Alexander Graham Bell, Part II",Why did Bell think they were getting closer to success?,91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302531_sibling_3,article_101065,6ea8759b442a,"Alexander Graham Bell, Part II",Which paragraph best shows the connection between the tel...,73%,❌,8/11,"difficulty_assessment, plausibility, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302531_sibling_4,article_101065,ae02adb4680b,"Alexander Graham Bell, Part II",How are Bell's experiments in paragraph 2 related to the...,73%,❌,8/11,"difficulty_assessment, plausibility, too_close",20260112_172559,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,❌
quiz_302532,article_101065,f1a87de6ce77,"Alexander Graham Bell, Part II",What did Bell believe about mistakes in inventing?,91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302532_sibling_1,article_101065,9cd588c2d995,"Alexander Graham Bell, Part II",What is the relationship between the first and last parag...,73%,❌,8/11,"difficulty_assessment, plausibility, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302532_sibling_2,article_101065,2855b9b67c2e,"Alexander Graham Bell, Part II",What reason does the text give to support the idea that B...,91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302532_sibling_3,article_101065,ae4f12cdd62b,"Alexander Graham Bell, Part II",The text states that Bell believed 'There is no failed ex...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302532_sibling_4,article_101065,18510ebb07f8,"Alexander Graham Bell, Part II","Based on information in the passage, what did Bell accomp...",55%,❌,6/11,"difficulty_assessment, length_check, plausibility, single_correct_answer, standard_alignment",20260112_172559,✅,❌,✅,✅,❌,✅,❌,❌,✅,❌,✅
quiz_302537,article_101066,fc21d26f390a,Thomas Edison: The Wizard of Menlo Park,What happens right after Edison sells his telegraph impro...,82%,✅,9/11,"length_check, standard_alignment",20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302537_sibling_1,article_101066,716d1ed51f88,Thomas Edison: The Wizard of Menlo Park,How does the passage show what Edison did after earning m...,82%,✅,9/11,"plausibility, standard_alignment",20260112_172559,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302537_sibling_2,article_101066,da5cff33b569,Thomas Edison: The Wizard of Menlo Park,"According to the passage, why did Edison need to feel vib...",91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302537_sibling_3,article_101066,eaa2fde62e8c,Thomas Edison: The Wizard of Menlo Park,Which event in Edison's early life led directly to his jo...,45%,❌,5/11,"clarity_precision, grammatical_parallel, homogeneity, plausibility, single_correct_answer, standard_alignment",20260112_172559,❌,✅,❌,❌,✅,✅,❌,❌,✅,❌,✅
quiz_302537_sibling_4,article_101066,0a4839db2c5c,Thomas Edison: The Wizard of Menlo Park,"Based on paragraph 3, what connection does the passage ma...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302538,article_101066,e3508b33e05d,Thomas Edison: The Wizard of Menlo Park,"Based on the information in the passage, what do Edison's...",91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302538_sibling_1,article_101066,5bb5d052fb45,Thomas Edison: The Wizard of Menlo Park,"Based on the entire passage, what pattern in Edison's car...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302538_sibling_2,article_101066,99468126a300,Thomas Edison: The Wizard of Menlo Park,How does the passage use Edison's childhood experiences t...,73%,❌,8/11,"difficulty_assessment, length_check, standard_alignment",20260112_172559,✅,❌,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302538_sibling_3,article_101066,e392a32f9204,Thomas Edison: The Wizard of Menlo Park,What does the passage demonstrate about Edison's relation...,73%,❌,8/11,"clarity_precision, single_correct_answer, standard_alignment",20260112_172559,❌,✅,✅,✅,✅,✅,✅,❌,✅,❌,✅
quiz_302538_sibling_4,article_101066,6f2779281c21,Thomas Edison: The Wizard of Menlo Park,"According to the passage, what does Edison's work with th...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302539,article_101066,d23f558709e8,Thomas Edison: The Wizard of Menlo Park,What is this passage mostly about?,91%,✅,10/11,specificity_balance,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅,✅
quiz_302539_sibling_1,article_101066,c182a704efdb,Thomas Edison: The Wizard of Menlo Park,Which key detail from the passage best supports the idea...,91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302539_sibling_2,article_101066,cc879f7da13a,Thomas Edison: The Wizard of Menlo Park,What main idea does the section about Edison's early work...,91%,✅,10/11,plausibility,20260112_172559,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302539_sibling_3,article_101066,b0ed47e4f012,Thomas Edison: The Wizard of Menlo Park,"Based on the passage, which detail explains why Edison be...",91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302539_sibling_4,article_101066,df37d2f37a0e,Thomas Edison: The Wizard of Menlo Park,How do the details about Edison's failures support the ma...,55%,❌,6/11,"clarity_precision, passage_reference, plausibility, single_correct_answer, standard_alignment",20260112_172559,❌,✅,✅,✅,✅,❌,❌,❌,✅,❌,✅
quiz_302540,article_101066,56815ec122bd,Thomas Edison: The Wizard of Menlo Park,What did Edison do just before building his larger labora...,91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302540_sibling_1,article_101066,c3897c31fa98,Thomas Edison: The Wizard of Menlo Park,What relationship does the passage show between Edison's...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302540_sibling_2,article_101066,4d2ea3f5ea50,Thomas Edison: The Wizard of Menlo Park,"According to the passage, what happened between Edison's...",91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302540_sibling_3,article_101066,1e0ef247cbce,Thomas Edison: The Wizard of Menlo Park,Why does the passage describe Edison selling his telegrap...,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302540_sibling_4,article_101066,ad4e4fc1394f,Thomas Edison: The Wizard of Menlo Park,"Based on the passage, what did Edison do immediately afte...",55%,❌,6/11,"clarity_precision, difficulty_assessment, passage_reference, single_correct_answer, standard_alignment",20260112_172559,❌,❌,✅,✅,✅,❌,✅,❌,✅,❌,✅
quiz_302545,article_101067,fdd392814374,Sif’s Golden Hair,What does Loki do when he arrives at the assembly?,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302545_sibling_1,article_101067,55a6fb542a00,Sif’s Golden Hair,"According to the text, how do the ravens help Odin every...",91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302545_sibling_2,article_101067,75607c2e422d,Sif’s Golden Hair,Why does Odin give bread crumbs to the ravens and meat to...,91%,✅,10/11,plausibility,20260112_172559,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302545_sibling_3,article_101067,c33c77e685e6,Sif’s Golden Hair,What evidence from the text shows that Thor is extremely...,73%,❌,8/11,"grammatical_parallel, length_check, plausibility",20260112_172559,✅,✅,❌,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302545_sibling_4,article_101067,abfd566cae42,Sif’s Golden Hair,"According to the passage, what does Sif believe will happ...",91%,✅,10/11,grammatical_parallel,20260112_172559,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302546,article_101067,4086ce7d116c,Sif’s Golden Hair,"Right then, instead of letting Thor fight Loki, what did...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302546_sibling_1,article_101067,b72f29d4c5c0,Sif’s Golden Hair,What pattern had Odin noticed about Loki before this inci...,82%,✅,9/11,"length_check, standard_alignment",20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302546_sibling_2,article_101067,4e728daf8461,Sif’s Golden Hair,How does Odin respond when Thor says he will fight Loki?,73%,❌,8/11,"difficulty_assessment, length_check, standard_alignment",20260112_172559,✅,❌,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302546_sibling_3,article_101067,baae0aefa2f7,Sif’s Golden Hair,"Based on the text, why does Loki decide to tell the truth...",82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302546_sibling_4,article_101067,bc0098557e10,Sif’s Golden Hair,What does Odin command Loki to do at the end of the passage?,64%,❌,7/11,"clarity_precision, difficulty_assessment, single_correct_answer, standard_alignment",20260112_172559,❌,❌,✅,✅,✅,✅,✅,❌,✅,❌,✅
quiz_302547,article_101067,0dd7bf0d8995,Sif’s Golden Hair,"Based on the information in the text, what makes Loki dif...",73%,❌,8/11,"difficulty_assessment, length_check, plausibility",20260112_172559,✅,❌,✅,✅,❌,✅,❌,✅,✅,✅,✅
quiz_302547_sibling_1,article_101067,cdfe0a4291e6,Sif’s Golden Hair,What information in the passage tells you that Loki is no...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_172559,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302547_sibling_2,article_101067,e4e0fea53124,Sif’s Golden Hair,Which detail from the beginning of the story shows that T...,91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302547_sibling_3,article_101067,4463de1e249a,Sif’s Golden Hair,"After Odin commands Loki to fix the problem, what does Lo...",64%,❌,7/11,"clarity_precision, passage_reference, plausibility, single_correct_answer",20260112_172559,❌,✅,✅,✅,✅,❌,❌,❌,✅,✅,✅
quiz_302547_sibling_4,article_101067,98e0e7c96e15,Sif’s Golden Hair,What can you conclude about Thor's feelings toward Sif ba...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_172559,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302548,article_101067,8569043ca5fb,Sif’s Golden Hair,What happens to Thor's anger after Odin says 'I will take...,55%,❌,6/11,"clarity_precision, difficulty_assessment, plausibility, single_correct_answer, standard_alignment",20260112_172559,❌,❌,✅,✅,✅,✅,❌,❌,✅,❌,✅
quiz_302548_sibling_1,article_101067,87d344a0ded6,Sif’s Golden Hair,Based on how Odin handles the situation with Loki and Tho...,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302548_sibling_2,article_101067,9aab6fe1e385,Sif’s Golden Hair,Why does Sif compare herself to dwarves after losing her...,73%,❌,8/11,"difficulty_assessment, homogeneity, plausibility",20260112_172559,✅,❌,✅,❌,✅,✅,❌,✅,✅,✅,✅
quiz_302548_sibling_3,article_101067,43459c849f25,Sif’s Golden Hair,What evidence shows that problems caused by Loki are a re...,91%,✅,10/11,grammatical_parallel,20260112_172559,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302548_sibling_4,article_101067,c8778bfe73a9,Sif’s Golden Hair,How does the author show that this incident with Sif's ha...,64%,❌,7/11,"difficulty_assessment, homogeneity, length_check, plausibility",20260112_172559,✅,❌,✅,❌,❌,✅,❌,✅,✅,✅,✅
quiz_302549,article_101067,24789cf0c8aa,Sif’s Golden Hair,Based on the characters' actions and reactions in this st...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302549_sibling_1,article_101067,bc4b059f93d1,Sif’s Golden Hair,What can you conclude about Odin's leadership from how he...,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302549_sibling_2,article_101067,c4be19c194f7,Sif’s Golden Hair,"Based on multiple details in the passage, what role does...",100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302549_sibling_3,article_101067,5a99ddb0200f,Sif’s Golden Hair,What does the text reveal about why Loki decides to obey...,82%,✅,9/11,"difficulty_assessment, plausibility",20260112_172559,✅,❌,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302549_sibling_4,article_101067,9481370dd371,Sif’s Golden Hair,How does Odin's response to the situation demonstrate the...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302554,article_101068,b48876e46c1a,Loki and the Dwarves,"If someone wanted to have amazing things made from metal,...",100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302554_sibling_1,article_101068,668c26852837,Loki and the Dwarves,"According to the passage, what did the dwarves use to sha...",100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302554_sibling_2,article_101068,b2500adafb4e,Loki and the Dwarves,"Based on the passage, why did Heimdall allow Loki to cros...",45%,❌,5/11,"difficulty_assessment, homogeneity, plausibility, single_correct_answer, standard_alignment, too_close",20260112_172559,✅,❌,✅,❌,✅,✅,❌,❌,✅,❌,❌
quiz_302554_sibling_3,article_101068,6961166df97d,Loki and the Dwarves,What detail from the text shows that creating the golden...,91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302554_sibling_4,article_101068,3f32932adf50,Loki and the Dwarves,Which detail best supports that the dwarves lived far ben...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302555,article_101068,cf61b87df5a2,Loki and the Dwarves,How are Loki and the dwarves alike?,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302555_sibling_1,article_101068,91435b43eb89,Loki and the Dwarves,How does Loki's behavior with the dwarves compare to the...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302555_sibling_2,article_101068,1bf5502e52f0,Loki and the Dwarves,"Based on the text, what motivated the dwarves to accept L...",100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302555_sibling_3,article_101068,77fa9e0f5b24,Loki and the Dwarves,What evidence shows that the dwarves' reaction to Loki's...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302555_sibling_4,article_101068,5c7cc243afcc,Loki and the Dwarves,"According to the passage, how did Loki's actions toward t...",91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302556,article_101068,fffbf9ecf59d,Loki and the Dwarves,Place the words that complete the outline about Loki's jo...,64%,❌,7/11,"clarity_precision, homogeneity, plausibility, standard_alignment",20260112_172559,❌,✅,✅,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302556_sibling_1,article_101068,1a9add4332a4,Loki and the Dwarves,What information would best complete this sequence organi...,82%,✅,9/11,"length_check, standard_alignment",20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,❌,✅
quiz_302556_sibling_2,article_101068,b1d7a37e81ef,Loki and the Dwarves,Which statement best organizes information about the stor...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302556_sibling_3,article_101068,a1aa044a0721,Loki and the Dwarves,"Based on the passage, what can readers organize about the...",55%,❌,6/11,"clarity_precision, grammatical_parallel, homogeneity, specificity_balance, standard_alignment",20260112_172559,❌,✅,❌,❌,✅,✅,✅,✅,❌,❌,✅
quiz_302556_sibling_4,article_101068,050c98ecd567,Loki and the Dwarves,Which outline best classifies the gifts by who received t...,64%,❌,7/11,"homogeneity, plausibility, specificity_balance, standard_alignment",20260112_172559,✅,✅,✅,❌,✅,✅,❌,✅,❌,❌,✅
quiz_302557,article_101068,685ad434dbfe,Loki and the Dwarves,Explain why Loki was successful in getting the dwarves to...,82%,✅,9/11,"plausibility, standard_alignment",20260112_172559,✅,✅,✅,✅,✅,✅,❌,✅,✅,❌,✅
quiz_302557_sibling_1,article_101068,1986ea8cac22,Loki and the Dwarves,What lesson about solving problems can be found in this s...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302557_sibling_2,article_101068,76b5a37c93d8,Loki and the Dwarves,The passage states that Loki 'made peace with the gods' a...,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302557_sibling_3,article_101068,a17d4e02c999,Loki and the Dwarves,How does the story show that Loki's approach to the dwarv...,91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302557_sibling_4,article_101068,1c0c75e7db7c,Loki and the Dwarves,What evidence best supports the idea that getting the gif...,64%,❌,7/11,"difficulty_assessment, grammatical_parallel, specificity_balance, standard_alignment",20260112_172559,✅,❌,❌,✅,✅,✅,✅,✅,❌,❌,✅
quiz_302562,article_101069,784b975141fb,Stolen Thunder,How can the reader tell that this passage is a myth?,91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302562_sibling_1,article_101069,795f1c4d4233,Stolen Thunder,Which detail from the passage shows that this story is a...,91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302562_sibling_2,article_101069,7738cd590747,Stolen Thunder,"Based on the text structure, how does the author organize...",91%,✅,10/11,length_check,20260112_172559,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302562_sibling_3,article_101069,add1e7abc0ac,Stolen Thunder,What feature of the story's format helps readers understa...,82%,✅,9/11,"difficulty_assessment, length_check",20260112_172559,✅,❌,✅,✅,❌,✅,✅,✅,✅,✅,✅
quiz_302562_sibling_4,article_101069,2ed7f549195a,Stolen Thunder,How does the description in paragraph 1 help readers unde...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302563,article_101069,68af91803be1,Stolen Thunder,Explain why Thor immediately blamed Loki for stealing his...,82%,✅,9/11,"difficulty_assessment, standard_alignment",20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302563_sibling_1,article_101069,ef63168bb832,Stolen Thunder,What lesson can readers learn from Thor's mistake when he...,91%,✅,10/11,grammatical_parallel,20260112_172559,✅,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302563_sibling_2,article_101069,1356e1bcbb1c,Stolen Thunder,How does the story show that assuming the worst about som...,55%,❌,6/11,"difficulty_assessment, grammatical_parallel, homogeneity, plausibility, standard_alignment",20260112_172559,✅,❌,❌,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302563_sibling_3,article_101069,6a3ec36658ec,Stolen Thunder,What message does the text convey through Loki's response...,100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302563_sibling_4,article_101069,a2ce191fb76c,Stolen Thunder,What central lesson emerges from the problem the gods fac...,64%,❌,7/11,"clarity_precision, difficulty_assessment, single_correct_answer, standard_alignment",20260112_172559,❌,❌,✅,✅,✅,✅,✅,❌,✅,❌,✅
quiz_302564,article_101069,2b00843252d4,Stolen Thunder,Thor's hammer Mjöllnir was made of,55%,❌,6/11,"clarity_precision, grammatical_parallel, homogeneity, plausibility, specificity_balance",20260112_172559,❌,✅,❌,❌,✅,✅,❌,✅,❌,✅,✅
quiz_302564_sibling_1,article_101069,47d8110a755a,Stolen Thunder,"According to the first paragraph, what happened after Tho...",91%,✅,10/11,plausibility,20260112_172559,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302564_sibling_2,article_101069,879a9f84dfa3,Stolen Thunder,"Based on paragraph 2, what made Thor start to believe tha...",91%,✅,10/11,too_close,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌
quiz_302564_sibling_3,article_101069,1de8b08103ae,Stolen Thunder,What detail from paragraph 3 shows that Odin gathered inf...,91%,✅,10/11,passage_reference,20260112_172559,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅,✅
quiz_302564_sibling_4,article_101069,5d16df08cfe2,Stolen Thunder,"In paragraph 4, what does the text reveal about Loki's ap...",100%,✅,11/11,,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302565,article_101069,4b00b0630c21,Stolen Thunder,Part A: How does Thor's point of view about who stole his...,91%,✅,10/11,plausibility,20260112_172559,✅,✅,✅,✅,✅,✅,❌,✅,✅,✅,✅
quiz_302565_sibling_1,article_101069,fec9b61d57b9,Stolen Thunder,What information in paragraph 4 explains why recovering t...,91%,✅,10/11,standard_alignment,20260112_172559,✅,✅,✅,✅,✅,✅,✅,✅,✅,❌,✅
quiz_302565_sibling_2,article_101069,92bd871a146b,Stolen Thunder,How does Thor's point of view about Loki's guilt shift du...,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302565_sibling_3,article_101069,833acd62fa3a,Stolen Thunder,What does the text reveal about the difference between Th...,91%,✅,10/11,difficulty_assessment,20260112_172559,✅,❌,✅,✅,✅,✅,✅,✅,✅,✅,✅
quiz_302565_sibling_4,article_101069,9507956f4e0f,Stolen Thunder,How might a reader's perspective on Thrym differ from how...,82%,✅,9/11,"difficulty_assessment, single_correct_answer",20260112_172559,✅,❌,✅,✅,✅,✅,✅,❌,✅,✅,✅
quiz_302566,article_101069,15f61746d18f,Stolen Thunder,Part B: Why might a reader disagree with Thor's first rea...,64%,❌,7/11,"grammatical_parallel, homogeneity, plausibility, standard_alignment",20260112_172559,✅,✅,❌,❌,✅,✅,❌,✅,✅,❌,✅
quiz_302566_sibling_1,article_101069,dde2b6d63c46,Stolen Thunder,Why might a reader question whether Thor's physical threa...,73%,❌,8/11,"difficulty_assessment, grammatical_parallel, standard_alignment",20260112_172559,✅,❌,❌,✅,✅,✅,✅,✅,✅,❌,✅
